cid;hex;lac;bch;bsic;bts_date;reg;bts_place;bts_lat;bts_lon
29128;71C8;1834;96;12;21.04.2020;BM;Brno - Staré Brno, Schovaná, pivovar Starobrno;49.19229167;16.59126389
39562;9A8A;1834;112;13;23.09.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor v garážích;49.18739444;16.60713056
39563;9A8B;1834;121;10;23.09.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor v garážích;49.18739444;16.60713056
39564;9A8C;1834;123;11;23.09.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor v garážích;49.18739444;16.60713056
39565;9A8D;1834;83;9;05.08.2023;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor;49.18739444;16.60713056
39566;9A8E;1834;85;15;05.08.2023;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor;49.18739444;16.60713056
39567;9A8F;1834;87;13;05.08.2023;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor;49.18739444;16.60713056
39735;9B37;1834;96;14;15.05.2023;BM;Brno - Pisárky, Bauerova, mobilní BTS u brány 10, +VDF;49.1906;16.57014722
39736;9B38;1834;94;12;15.05.2023;BM;Brno - Pisárky, Bauerova, mobilní BTS u brány 10, +VDF;49.1906;16.57014722
39737;9B39;1834;102;10;15.05.2023;BM;Brno - Pisárky, Bauerova, mobilní BTS u brány 10, +VDF;49.1906;16.57014722
63079;F667;1902;591;3;05.08.2015;BM;Brno - Černovice, Černovická 1218/40, Arburg, indoor pikocela;49.18572222;16.65
63100;F67C;1903;553;15;26.11.2011;BM;Brno - Tuřany, Tuřanka 856/98b, Auo, indoor pikocela;49.16611111;16.67444444
63117;F68D;1903;546;10;19.11.2011;BM;Brno - Tuřany, Tuřanka 856/98b, Auo, indoor pikocela;49.16611111;16.67444444
63145;F6A9;1904;555;9;31.05.2011;BM;Brno - Pisárky, areál BVV, kancelářská budova, indoor pikocela;49.18930556;16.5825
63146;F6AA;1911;519;11;04.07.2021;BM;Brno - Líšeň, Drčkova 2841/3, PPL, indoor pikocela;49.19966667;16.68880556
63189;F6D5;1905;565;8;04.06.2011;BM;Brno - Slatina, Holzova 1232/136, Kontrakt S, indoor pikocela;49.18370278;16.69096944
63211;F6EB;1911;519;8;25.04.2019;BM;Brno - Královo Pole, Purkyňova 3030/35b, Česká pojišťovna, indoor pikocela;49.22058333;16.58569444
63233;F701;1904;560;8;02.06.2011;BM;Brno - Staré Brno, Hlinky 155/86, bytový dům, indoor pikocela;49.19;16.58361111
63261;F71D;1906;595;12;26.11.2011;BM;Brno - Tuřany, Tuřanka 852/127, fa Jokva, indoor pikocela;49.16625;16.67819444
63277;F72D;1901;551;20;03.12.2010;BM;Brno - Slatina, Hviezdoslavova 1255/55d, Reda, indoor pikocela;49.1828;16.6886
63288;F738;1901;549;;07.01.2019;BM;Brno - Přízřenice, Staré náměstí 19/20, Šmak, indoor pikocela;49.14486111;16.62263889
63290;F73A;1901;553;11;02.11.2012;BM;Brno - Jundrov, Veslařská 543/199, Cardion, indoor pikocela;49.19461111;16.56555556
63312;F750;1911;518;45;10.09.2020;BM;Brno - Královo Pole, Palackého třída 3019/153b, Delong Instruments, indoor pikocela;49.23319444;16.58791667
63326;F75E;1911;519;40;25.04.2019;BM;Brno - Královo Pole, Purkyňova 2845/101, Česká pojišťovna, indoor pikocela;49.22694444;16.58166667
63381;F795;1903;593;14;26.12.2013;BM;Brno - Slatina, Hviezdoslavova 410/55, Armex, indoor pikocela;49.1827;16.6896
63382;F796;1903;516;15;02.10.2017;BM;Brno - Slatina, Hviezdoslavova 410/55, Armex, indoor pikocela;49.1827;16.6896
63383;F797;1903;591;11;11.07.2015;BM;Brno - Lesná, Nejedlého 373/1, U1, indoor pikocela;49.22708333;16.62916667
63417;F7B9;1911;519;12;15.09.2021;BM;Brno - Bosonohy, Za Vodojemem 622/22, bytový dům, indoor pikocela;49.17958333;16.52422222
63440;F7D0;1904;549;8;02.06.2011;BM;Brno - Pisárky, Vinařská 460/3, kancelářská budova, indoor pikocela;49.19088889;16.5825
63450;F7DA;1904;593;10;11.07.2015;BM;Brno - Lesná, Barvy 784/1, Disa, indoor pikocela;49.22897222;16.63186111
63451;F7DB;1911;517;12;27.01.2019;BM;Brno - Lesná, Barvy 784/1, Disa, indoor pikocela;49.22897222;16.63186111
63462;F7E6;1904;522;10;30.11.2011;BM;Brno - Štýřice, Pražákova 834/60, fa Veselý, indoor pikocela;49.17130556;16.60436111
63490;F802;1911;519;14;10.09.2018;BM;Brno - Staré Brno, Hlinky 41/104, bytový dům, indoor pikocela;49.19003889;16.58355556
63522;F822;1905;591;14;26.12.2013;BM;Brno - Štýřice, Grmelova 747/1, fa Wärme, indoor pikocela;49.18213889;16.59891667
63529;F829;1911;519;15;22.12.2018;BM;Brno - Zábrdovice, Jugoslávská 770/13, lékárna, indoor pikocela;49.20402778;16.62388889
63554;F842;1905;519;12;29.10.2017;BM;Brno - Veveří, Šumavská 525/33, administrativní budova, indoor pikocela;49.20937778;16.5923
63570;F852;1905;522;42;23.02.2013;BM;Brno - Řečkovice, Žlutá 2158/1, bytový dům, indoor pikocela;49.24811111;16.57113889
63654;F8A6;1902;544;36;29.04.2012;BM;Brno - Černá Pole, třída Generála Píky 1999/5, budova MZLU, indoor pikocela;49.2175;16.61444444
63902;F99E;1911;90;8;05.08.2023;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor pikocela;49.18739444;16.60713056
63903;F99F;1911;93;11;17.01.2022;BM;Brno - Staré Brno, Nové Sady 988/2 x Hybešova, kancelářská budova, indoor pikocela;49.18891667;16.60697222
63915;F9AB;1911;98;8;05.08.2023;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium, indoor pikocela;49.18739444;16.60713056
50000:80;12800080;1824;800;74;23.11.2018;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:81;12800081;1824;800;216;23.11.2018;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:82;12800082;1824;800;283;23.11.2018;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:90;12800090;1824;1800;133;23.11.2018;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:91;12800091;1824;1800;131;23.11.2018;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:92;12800092;1824;1800;70;23.11.2018;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:180;12800180;1824;2100;87;14.02.2019;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:181;12800181;1824;2100;478;14.02.2019;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50000:182;12800182;1824;2100;332;14.02.2019;BM;Brno, Zelný trh 250/14, obchodní dům;49.19270833;16.60818611
50001:80;12800336;1824;800;8;17.07.2018;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:81;12800337;1824;800;405;17.07.2018;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:82;12800338;1824;800;181;17.07.2018;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:90;12800346;1824;1800;205;17.07.2018;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:91;12800347;1824;1800;101;17.07.2018;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:92;12800348;1824;1800;165;17.07.2018;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:180;12800436;1824;2100;367;18.02.2019;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:181;12800437;1824;2100;501;18.02.2019;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50001:182;12800438;1824;2100;305;18.02.2019;BM;Brno - Zábrdovice, Příkop 843/4, IBC;49.19991389;16.61408889
50003:80;12800848;1824;800;245;31.10.2018;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:81;12800849;1824;800;144;31.10.2018;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:82;12800850;1824;800;274;31.10.2018;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:90;12800858;1824;1800;349;31.10.2018;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:91;12800859;1824;1800;359;31.10.2018;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:92;12800860;1824;1800;144;31.10.2018;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:180;12800948;1824;2100;40;18.02.2019;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:181;12800949;1824;2100;29;18.02.2019;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50003:182;12800950;1824;2100;33;18.02.2019;BM;Brno, Beethovenova 25/4, Český rozhlas;49.196475;16.61034444
50004:80;12801104;1824;800;51;12.07.2018;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět;49.194275;16.60848333
50004:81;12801105;1824;800;359;12.07.2018;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět;49.194275;16.60848333
50004:82;12801106;1824;800;7;12.07.2018;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět;49.194275;16.60848333
50004:90;12801114;1824;1800;64;12.07.2018;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět {1404};49.194275;16.60848333
50004:91;12801115;1824;1800;203;12.07.2018;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět {1404};49.194275;16.60848333
50004:92;12801116;1824;1800;486;12.07.2018;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět {1404};49.194275;16.60848333
50004:180;12801204;1824;2100;9;18.02.2019;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět;49.194275;16.60848333
50004:181;12801205;1824;2100;17;18.02.2019;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět;49.194275;16.60848333
50004:182;12801206;1824;2100;13;18.02.2019;BM;Brno, náměstí Svobody 85/16, obchodní dům Rozkvět;49.194275;16.60848333
50005:80;12801360;1823;800;85;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:81;12801361;1823;800;399;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:82;12801362;1823;800;23;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:83;12801363;1823;800;228;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:90;12801370;1823;1800;175;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:91;12801371;1823;1800;294;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:92;12801372;1823;1800;116;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:93;12801373;1823;1800;441;16.08.2018;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:180;12801460;1823;2100;210;25.04.2019;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:181;12801461;1823;2100;392;25.04.2019;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:182;12801462;1823;2100;387;25.04.2019;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50005:183;12801463;1823;2100;217;25.04.2019;BM;Brno - Královo Pole, Herčíkova 246/1a, pneuservis;49.22981944;16.58090556
50006:80;12801616;1824;800;90;20.11.2018;BM;Brno, Starobrněnská 282/19;49.19236944;16.60618889
50006:81;12801617;1824;800;400;20.11.2018;BM;Brno, Starobrněnská 282/19;49.19236944;16.60618889
50006:90;12801626;1824;1800;164;20.11.2018;BM;Brno, Starobrněnská 282/19 {1404};49.19236944;16.60618889
50006:91;12801627;1824;1800;147;20.11.2018;BM;Brno, Starobrněnská 282/19 {1404};49.19236944;16.60618889
50006:180;12801716;1824;2100;171;18.02.2019;BM;Brno, Starobrněnská 282/19;49.19236944;16.60618889
50006:181;12801717;1824;2100;310;18.02.2019;BM;Brno, Starobrněnská 282/19;49.19236944;16.60618889
50007:80;12801872;1824;800;186;17.07.2018;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:81;12801873;1824;800;239;17.07.2018;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:82;12801874;1824;800;31;17.07.2018;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:90;12801882;1824;1800;158;17.07.2018;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:91;12801883;1824;1800;201;17.07.2018;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:92;12801884;1824;1800;259;17.07.2018;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:180;12801972;1824;2100;172;18.02.2019;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:181;12801973;1824;2100;14;18.02.2019;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50007:182;12801974;1824;2100;297;18.02.2019;BM;Brno - Veveří, Mezírka 775/1, Průmyslové stavitelství;49.20085278;16.60386944
50008:80;12802128;1824;800;167;20.07.2018;BM;Brno, Joštova 138/4;49.19793889;16.60599167
50008:81;12802129;1824;800;48;20.07.2018;BM;Brno, Joštova 138/4;49.19793889;16.60599167
50008:82;12802130;1824;800;205;20.07.2018;BM;Brno, Joštova 138/4;49.19793889;16.60599167
50008:90;12802138;1824;1800;473;20.07.2018;BM;Brno, Joštova 138/4 {1404};49.19793889;16.60599167
50008:91;12802139;1824;1800;307;20.07.2018;BM;Brno, Joštova 138/4 {1404};49.19793889;16.60599167
50008:92;12802140;1824;1800;6;20.07.2018;BM;Brno, Joštova 138/4 {1404};49.19793889;16.60599167
50008:180;12802228;1824;2100;316;18.02.2019;BM;Brno, Joštova 138/4;49.19793889;16.60599167
50008:181;12802229;1824;2100;251;18.02.2019;BM;Brno, Joštova 138/4;49.19793889;16.60599167
50008:182;12802230;1824;2100;252;18.02.2019;BM;Brno, Joštova 138/4;49.19793889;16.60599167
50009:80;12802384;1824;800;86;12.07.2018;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:81;12802385;1824;800;153;12.07.2018;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:82;12802386;1824;800;346;12.07.2018;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:90;12802394;1824;1800;5;12.07.2018;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:91;12802395;1824;1800;196;12.07.2018;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:92;12802396;1824;1800;441;12.07.2018;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:180;12802484;1824;2100;76;11.02.2019;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:181;12802485;1824;2100;56;18.02.2019;BM;Brno, Orlí 486/6;49.19299167;16.610725
50009:182;12802486;1824;2100;36;18.02.2019;BM;Brno, Orlí 486/6;49.19299167;16.610725
50010:80;12802640;1824;800;19;10.09.2018;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:81;12802641;1824;800;215;27.01.2019;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:82;12802642;1824;800;252;27.01.2019;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:90;12802650;1824;1800;431;10.09.2018;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:91;12802651;1824;1800;432;10.09.2018;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:92;12802652;1824;1800;433;10.09.2018;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:180;12802740;1824;2100;319;18.02.2019;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:181;12802741;1824;2100;386;18.02.2019;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50010:182;12802742;1824;2100;105;18.02.2019;BM;Brno, Joštova 218/10, budova LF MU;49.19752778;16.60250833
50011:80;12802896;1824;800;2;17.07.2018;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby;49.20028611;16.60865556
50011:81;12802897;1824;800;450;17.07.2018;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby;49.20028611;16.60865556
50011:82;12802898;1824;800;490;17.07.2018;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby;49.20028611;16.60865556
50011:90;12802906;1824;1800;373;17.07.2018;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby {1404};49.20028611;16.60865556
50011:91;12802907;1824;1800;347;17.07.2018;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby {1404};49.20028611;16.60865556
50011:92;12802908;1824;1800;297;17.07.2018;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby {1404};49.20028611;16.60865556
50011:180;12802996;1824;2100;373;18.02.2019;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby;49.20028611;16.60865556
50011:181;12802997;1824;2100;225;18.02.2019;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby;49.20028611;16.60865556
50011:182;12802998;1824;2100;467;18.02.2019;BM;Brno - Černá Pole, Koliště 1907/3, Pohřební služby;49.20028611;16.60865556
50012:80;12803152;1824;800;392;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:81;12803153;1824;800;69;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:82;12803154;1824;800;352;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:90;12803162;1824;1800;293;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO {1404};49.18925;16.61306944
50012:91;12803163;1824;1800;91;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO {1404};49.18925;16.61306944
50012:92;12803164;1824;1800;78;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO {1404};49.18925;16.61306944
50012:100;12803172;1824;2600;12;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:101;12803173;1824;2600;1;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:102;12803174;1824;2600;5;29.07.2018;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:180;12803252;1824;2100;10;14.02.2019;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:181;12803253;1824;2100;218;14.02.2019;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50012:182;12803254;1824;2100;453;14.02.2019;BM;Brno, Dornych 404/4, OD TESCO;49.18925;16.61306944
50013:80;12803408;1824;800;385;17.02.2022;BM;Brno, Poštovská 68/3, Central;49.19483056;16.61055556
50013:81;12803409;1824;800;372;17.02.2022;BM;Brno, Poštovská 68/3, Central;49.19483056;16.61055556
50013:82;12803410;1824;800;368;17.02.2022;BM;Brno, Poštovská 68/3, Central;49.19483056;16.61055556
50013:90;12803418;1824;1800;262;17.02.2022;BM;Brno, Poštovská 68/3, Central {1404};49.19483056;16.61055556
50013:91;12803419;1824;1800;467;17.02.2022;BM;Brno, Poštovská 68/3, Central {1404};49.19483056;16.61055556
50013:92;12803420;1824;1800;438;17.02.2022;BM;Brno, Poštovská 68/3, Central {1404};49.19483056;16.61055556
50013:180;12803508;1824;2100;31;17.02.2022;BM;Brno, Poštovská 68/3, Central;49.19483056;16.61055556
50013:181;12803509;1824;2100;44;17.02.2022;BM;Brno, Poštovská 68/3, Central;49.19483056;16.61055556
50013:182;12803510;1824;2100;24;17.02.2022;BM;Brno, Poštovská 68/3, Central;49.19483056;16.61055556
50014:80;12803664;1823;800;34;16.08.2018;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:81;12803665;1823;800;291;16.08.2018;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:82;12803666;1823;800;302;16.08.2018;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:90;12803674;1823;1800;312;16.08.2018;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:91;12803675;1823;1800;4;16.08.2018;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:92;12803676;1823;1800;107;16.08.2018;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:180;12803764;1823;2100;443;25.04.2019;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:181;12803765;1823;2100;16;25.04.2019;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50014:182;12803766;1823;2100;339;25.04.2019;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
50015:0;12803840;1824;1800;477;01.12.2013;BM;Brno - Trnitá, Ve Vaňkovce 462/1, Galerie Vaňkovka, indoor;49.18784444;16.61480833
50015:189;12804029;1824;2100;174;07.05.2019;BM;Brno - Trnitá, Ve Vaňkovce 462/1, Galerie Vaňkovka, indoor;49.18784444;16.61480833
50016:80;12804176;1824;800;41;09.07.2018;BM;Brno, Husova 200/16, Hotel International;49.19503611;16.60543889
50016:81;12804177;1824;800;45;09.07.2018;BM;Brno, Husova 200/16, Hotel International;49.19503611;16.60543889
50016:82;12804178;1824;800;112;09.07.2018;BM;Brno, Husova 200/16, Hotel International;49.19503611;16.60543889
50016:90;12804186;1824;1800;79;09.07.2018;BM;Brno, Husova 200/16, Hotel International {1404};49.19503611;16.60543889
50016:91;12804187;1824;1800;90;09.07.2018;BM;Brno, Husova 200/16, Hotel International {1404};49.19503611;16.60543889
50016:92;12804188;1824;1800;305;09.07.2018;BM;Brno, Husova 200/16, Hotel International {1404};49.19503611;16.60543889
50016:180;12804276;1824;2100;8;18.02.2019;BM;Brno, Husova 200/16, Hotel International;49.19503611;16.60543889
50016:181;12804277;1824;2100;0;18.02.2019;BM;Brno, Husova 200/16, Hotel International;49.19503611;16.60543889
50016:182;12804278;1824;2100;4;18.02.2019;BM;Brno, Husova 200/16, Hotel International;49.19503611;16.60543889
50017:80;12804432;1824;800;137;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:81;12804433;1824;800;258;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:82;12804434;1824;800;481;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:90;12804442;1824;1800;269;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo {1404};49.191675;16.61255556
50017:91;12804443;1824;1800;154;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo {1404};49.191675;16.61255556
50017:92;12804444;1824;1800;174;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo {1404};49.191675;16.61255556
50017:100;12804452;1824;2600;21;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:101;12804453;1824;2600;16;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:102;12804454;1824;2600;20;07.08.2018;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:180;12804532;1824;2100;229;14.02.2019;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:181;12804533;1824;2100;155;14.02.2019;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50017:182;12804534;1824;2100;222;14.02.2019;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
50018:90;12804698;1824;1800;488;27.09.2018;BM;Brno, Rooseveltova 31/7, Janáčkovo divadlo;49.19824167;16.61104167
50018:91;12804699;1824;1800;489;27.09.2018;BM;Brno, Rooseveltova 31/7, Janáčkovo divadlo;49.19824167;16.61104167
50018:92;12804700;1824;1800;490;27.09.2018;BM;Brno, Rooseveltova 31/7, Janáčkovo divadlo;49.19824167;16.61104167
50018:180;12804788;1824;2100;168;11.02.2019;BM;Brno, Rooseveltova 31/7, Janáčkovo divadlo;49.19824167;16.61104167
50018:181;12804789;1824;2100;323;11.02.2019;BM;Brno, Rooseveltova 31/7, Janáčkovo divadlo;49.19824167;16.61104167
50018:182;12804790;1824;2100;325;11.02.2019;BM;Brno, Rooseveltova 31/7, Janáčkovo divadlo;49.19824167;16.61104167
50019:80;12804944;1824;800;88;09.07.2018;BM;Brno, Divadelní 603/3;49.1949;16.61424167
50019:81;12804945;1824;800;254;09.07.2018;BM;Brno, Divadelní 603/3;49.1949;16.61424167
50019:82;12804946;1824;800;189;09.07.2018;BM;Brno, Divadelní 603/3;49.1949;16.61424167
50019:90;12804954;1824;1800;478;09.07.2018;BM;Brno, Divadelní 603/3 {1404};49.1949;16.61424167
50019:91;12804955;1824;1800;146;09.07.2018;BM;Brno, Divadelní 603/3 {1404};49.1949;16.61424167
50019:92;12804956;1824;1800;273;09.07.2018;BM;Brno, Divadelní 603/3 {1404};49.1949;16.61424167
50019:180;12805044;1824;2100;182;18.02.2019;BM;Brno, Divadelní 603/3;49.1949;16.61424167
50019:181;12805045;1824;2100;364;18.02.2019;BM;Brno, Divadelní 603/3;49.1949;16.61424167
50019:182;12805046;1824;2100;390;18.02.2019;BM;Brno, Divadelní 603/3;49.1949;16.61424167
50020:80;12805200;1823;800;300;04.06.2018;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:81;12805201;1823;800;431;04.06.2018;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:82;12805202;1823;800;151;04.06.2018;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:90;12805210;1823;1800;376;04.06.2018;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:91;12805211;1823;1800;356;04.06.2018;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:92;12805212;1823;1800;255;04.06.2018;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:180;12805300;1823;2100;38;23.10.2019;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:181;12805301;1823;2100;276;23.10.2019;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50020:182;12805302;1823;2100;28;23.10.2019;BM;Brno - Komín, Absolonova 642/26, panelák;49.22006944;16.55726944
50022:80;12805712;1823;800;317;05.08.2018;BM;Brno - Ponava, Botanická 554/68a, Fakulta Informatiky MU;49.21032222;16.59939167
50022:81;12805713;1823;800;489;05.08.2018;BM;Brno - Ponava, Botanická 554/68a, Fakulta Informatiky MU;49.21032222;16.59939167
50022:82;12805714;1823;800;433;05.08.2018;BM;Brno - Ponava, Botanická 554/68a, Fakulta Informatiky MU;49.21032222;16.59939167
